SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Anas flavirostris,Yellow-billed Teal,yebtea1,species,557.0,YBTE,ANFL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas theodori,Mauritius Duck,mauduc1,species,562.0,MADU MATE,ANTH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1710,anatid1
Anas albogularis,Andaman Teal,andtea1,species,563.0,ANTE AT,ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas gibberifrons,Sunda Teal,suntea1,species,564.0,SUTE INTE,ANGI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas gracilis,Gray Teal,gretea1,species,565.0,GRTE,ANGR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas castanea,Chestnut Teal,chetea1,species,569.0,CHTE,ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas bernieri,Bernier's Teal,bertea1,species,573.0,MATE BETE,ANBE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas aucklandica,Auckland Islands Teal,auitea1,species,574.0,AITE AUTE,ANAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas nesiotis,Campbell Islands Teal,caitea1,species,575.0,CATE CITE,ANNE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas chlorotis,Brown Teal,brotea1,species,576.0,BRTE,ANCH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,species,581.0,PEDU,MAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Marmaronetta angustirostris,Marbled Teal,martea1,species,582.0,MADU MATE MT,MAAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,species,583.0,PHDU,RHCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1935,anatid1
Asarcornis scutulata,White-winged Duck,whwduc1,species,584.0,WWDU,ASSC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Netta rufina,Red-crested Pochard,recpoc,species,585.0,RCPO,NERU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Netta erythrophthalma,Southern Pochard,soupoc1,species,587.0,SOPO,NEER,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Netta peposaca,Rosy-billed Pochard,robpoc1,species,590.0,RBPO,NEPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya valisineria,Canvasback,canvas,species,591.0,,AYVA,CANV,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya americana,Redhead,redhea,species,592.0,,AYAM,REDH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya ferina,Common Pochard,compoc,species,595.0,COPO,AYFE,COMP,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya collaris,Ring-necked Duck,rinduc,species,597.0,,AYCO,RNDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya nyroca,Ferruginous Duck,ferduc,species,600.0,FEDU FD,AYNY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya innotata,Madagascar Pochard,madpoc1,species,603.0,MAPO,AYIN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya baeri,Baer's Pochard,baepoc1,species,604.0,BAPO,AYBA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya australis,Hardhead,wheduc1,species,607.0,HARD,AYAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya fuligula,Tufted Duck,tufduc,species,609.0,,AYFU,TUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,species,615.0,NZSC,AYNO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya marila,Greater Scaup,gresca,species,616.0,,AYMA,GRSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya affinis,Lesser Scaup,lessca,species,622.0,,AYAF,LESC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Polysticta stelleri,Steller's Eider,steeid,species,632.0,,POST,STEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Somateria fischeri,Spectacled Eider,speeid,species,633.0,,SOFI,SPEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Somateria spectabilis,King Eider,kineid,species,634.0,,SOSP,KIEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Somateria mollissima,Common Eider,comeid,species,636.0,,SOMO,COEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Histrionicus histrionicus,Harlequin Duck,harduc,species,647.0,,HIHI,HADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Camptorhynchus labradorius,Labrador Duck,labduc,species,648.0,LADU,CALA,LABD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1875,anatid1
Melanitta perspicillata,Surf Scoter,sursco,species,649.0,,MEPE,SUSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta fusca,Velvet Scoter,whwsco3,species,650.0,,MEFU,VESC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta deglandi,White-winged Scoter,whwsco2,species,651.0,,MEDE,WWSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta stejnegeri,Stejneger's Scoter,whwsco1,species,652.0,SISC,MEST,STSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta nigra,Common Scoter,blksco1,species,656.0,,MENI,COSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta americana,Black Scoter,blksco2,species,657.0,,MEAM,BLSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Clangula hyemalis,Long-tailed Duck,lotduc,species,661.0,,CLHY,LTDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Bucephala albeola,Bufflehead,buffle,species,662.0,,BUAL,BUFF,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Bucephala clangula,Common Goldeneye,comgol,species,663.0,,BUCL,COGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Bucephala islandica,Barrow's Goldeneye,bargol,species,668.0,,BUIS,BAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergellus albellus,Smew,smew,species,671.0,,MEAL,SMEW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Lophodytes cucullatus,Hooded Merganser,hoomer,species,673.0,,LOCU,HOME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus australis,Auckland Islands Merganser,auimer1,species,680.0,NZME AUME AIME,MEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1902,anatid1
Mergus merganser,Common Merganser,commer,species,681.0,GOOS,MEME,COME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus octosetaceus,Brazilian Merganser,bramer1,species,688.0,BRME,MEOC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus serrator,Red-breasted Merganser,rebmer,species,689.0,,MESE,RBME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus squamatus,Scaly-sided Merganser,scsmer1,species,693.0,SSME,MESQ,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Heteronetta atricapilla,Black-headed Duck,blhduc1,species,695.0,BHDU,HEAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nomonyx dominicus,Masked Duck,masduc,species,696.0,,NODO,MADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura jamaicensis,Ruddy Duck,rudduc,species,697.0,,OXJA,RUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura ferruginea,Andean Duck,andduc1,species,698.0,ANDU,OXFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura leucocephala,White-headed Duck,whhduc1,species,702.0,WHDU,OXLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura maccoa,Maccoa Duck,macduc1,species,704.0,MADU,OXMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura vittata,Lake Duck,lakduc1,species,705.0,LADU,OXVI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura australis,Blue-billed Duck,blbduc1,species,707.0,BBDU,OXAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Biziura lobata,Musk Duck,musduc1,species,708.0,MUDU,BILO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alectura lathami,Australian Brushturkey,ausbrt1,species,713.0,ABTU AUBT AUBR,ALLA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Aepypodius arfakianus,Wattled Brushturkey,watbrt1,species,716.0,WBTU WABT WABR,AEAR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Aepypodius bruijnii,Waigeo Brushturkey,brubrt1,species,719.0,WBTU WABT WABR,AEBR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Talegalla cuvieri,Red-billed Brushturkey,rebbrt1,species,720.0,RBBT RBBR,TACU,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Talegalla fuscirostris,Yellow-legged Brushturkey,bkbbrt1,species,723.0,BBBT YLBR BBBR,TAFU,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Talegalla jobiensis,Red-legged Brushturkey,bncbrt1,species,728.0,COBT COBR RLBR CBTU,TAJO,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Leipoa ocellata,Malleefowl,mallee1,species,732.0,MALL,LEOC,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Macrocephalon maleo,Maleo,maleo1,species,733.0,MALE,MAMA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Eulipoa wallacei,Moluccan Scrubfowl,molscr1,species,734.0,MOSC MOME,EUWA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius pritchardii,Niuafoou Scrubfowl,niuscr1,species,735.0,TOME TOSC NISC,MEPR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius laperouse,Micronesian Scrubfowl,micscr1,species,736.0,MIME MISC,MELA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius nicobariensis,Nicobar Scrubfowl,nicscr1,species,739.0,NS NISC NIME,MENI,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius cumingii,Tabon Scrubfowl,tabscr1,species,742.0,PHSC PHME TASC,MECU,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius bernsteinii,Sula Scrubfowl,sulscr1,species,750.0,SUSC SUME,MEBE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius tenimberensis,Tanimbar Scrubfowl,tanscr1,species,751.0,TASC TAME,METE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius freycinet,Dusky Scrubfowl,dusscr2,species,752.0,DM DUSC DS,MEFR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius geelvinkianus,Biak Scrubfowl,dusscr3,species,756.0,BISC,MEGE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius forsteni,Forsten's Scrubfowl,forscr1,species,757.0,FOSC DM DS,MEFO,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius eremita,Melanesian Scrubfowl,melscr1,species,760.0,MEME MESC,MEER,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius layardi,Vanuatu Scrubfowl,vanscr1,species,761.0,VAME VASC,MELA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius decollatus,New Guinea Scrubfowl,negscr1,species,762.0,NGSC,MEDE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius reinwardt,Orange-footed Scrubfowl,orfscr1,species,763.0,OFSC,MERE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Ortalis vetula,Plain Chachalaca,placha,species,769.0,,ORVE,PLCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis cinereiceps,Gray-headed Chachalaca,grhcha1,species,774.0,GHCH,ORCI,GHEC,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis garrula,Chestnut-winged Chachalaca,chwcha1,species,775.0,CWCH,ORGA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1,species,776.0,,ORRU,RVCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1,species,779.0,RHCH,ORER,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1,species,780.0,RBCH,ORWA,RBEC,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis poliocephala,West Mexican Chachalaca,wemcha1,species,781.0,,ORPO,WMCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis canicollis,Chaco Chachalaca,chacha1,species,782.0,CHCH,ORCA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis leucogastra,White-bellied Chachalaca,whbcha1,species,785.0,,ORLE,WBCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis columbiana,Colombian Chachalaca,colcha1,species,786.0,COCH,ORCO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis guttata,Speckled Chachalaca,specha3,species,787.0,SPCH,ORGU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis araucuan,East Brazilian Chachalaca,specha2,species,792.0,EBCH,ORAR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis squamata,Scaled Chachalaca,specha4,species,793.0,SC SCCH,ORSQ,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis motmot,Variable Chachalaca,varcha1,species,794.0,VACH LICH,ORMO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis ruficeps,Chestnut-headed Chachalaca,varcha3,species,795.0,CHCH LC,ORRU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,species,796.0,BBCH,ORSU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope argyrotis,Band-tailed Guan,batgua1,species,798.0,BTGU,PEAR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope barbata,Bearded Guan,beagua1,species,802.0,BEGU,PEBA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope ortoni,Baudo Guan,baugua1,species,803.0,BAGU,PEOR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope montagnii,Andean Guan,andgua1,species,804.0,ANGU,PEMO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope marail,Marail Guan,margua1,species,810.0,MAGU,PEMA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope superciliaris,Rusty-margined Guan,rumgua1,species,813.0,RMGU,PESU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope dabbenei,Red-faced Guan,refgua1,species,817.0,RFGU,PEDA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope jacquacu,Spix's Guan,spigua1,species,818.0,SPGU,PEJA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope purpurascens,Crested Guan,cregua1,species,825.0,,PEPU,CRGU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope perspicax,Cauca Guan,caugua1,species,829.0,CAGU,PEPE,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope albipennis,White-winged Guan,whwgua1,species,830.0,WWGU,PEAL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope obscura,Dusky-legged Guan,dulgua1,species,831.0,DLGU,PEOB,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope bridgesi,Yungas Guan,dulgua3,species,834.0,DLG YUGU,PEBR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope pileata,White-crested Guan,whcgua1,species,835.0,WCGU,PEPI,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,species,836.0,CBGU,PEOC,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope jacucaca,White-browed Guan,whbgua1,species,837.0,WBGU,PEJA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile pipile,Trinidad Piping-Guan,trpgua1,species,839.0,TPGU TRPG,PIPI,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile cumanensis,Blue-throated Piping-Guan,btpgua1,species,840.0,BTTP BTPG,PICU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile cujubi,Red-throated Piping-Guan,rtpgua1,species,843.0,RTPG,PICU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile jacutinga,Black-fronted Piping-Guan,bfpgua1,species,847.0,BFPG,PIJA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Aburria aburri,Wattled Guan,watgua1,species,848.0,WAGU,ABAB,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Chamaepetes unicolor,Black Guan,blagua1,species,849.0,BLGU,CHUN,BLAG,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Chamaepetes goudotii,Sickle-winged Guan,siwgua1,species,850.0,SWGU,CHGO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelopina nigra,Highland Guan,higgua1,species,856.0,,PENI,HIGU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Oreophasis derbianus,Horned Guan,horgua1,species,857.0,,ORDE,HOGU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Nothocrax urumutum,Nocturnal Curassow,noccur1,species,858.0,NOCU,NOUR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu tomentosum,Crestless Curassow,crecur2,species,859.0,CRCU,MITO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu salvini,Salvin's Curassow,salcur1,species,860.0,SACU,MISA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu tuberosum,Razor-billed Curassow,rabcur2,species,861.0,RBCU,MITU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu mitu,Alagoas Curassow,alacur1,species,862.0,ALCU,MIMI,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pauxi pauxi,Helmeted Curassow,helcur1,species,863.0,HECU,PAPA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pauxi koepckeae,Sira Curassow,horcur2,species,866.0,SICU,PAKO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pauxi unicornis,Horned Curassow,horcur3,species,867.0,HOCU,PAUN,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax rubra,Great Curassow,grecur1,species,868.0,,CRRU,GRCU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax alberti,Blue-billed Curassow,bubcur1,species,871.0,BBCU,CRAL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,species,872.0,YKCU,CRDA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax alector,Black Curassow,blacur1,species,873.0,BLCU,CRAL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax globulosa,Wattled Curassow,watcur1,species,876.0,WACU,CRGL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax fasciolata,Bare-faced Curassow,bafcur1,species,877.0,BFCU,CRFA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax blumenbachii,Red-billed Curassow,rebcur1,species,882.0,RBCU,CRBL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Numida meleagris,Helmeted Guineafowl,helgui,species,885.0,HEGU,NUME,HELG,Galliformes,Guineafowl,Numididae,,,,numidi1
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,species,898.0,WBGU,AGME,,Galliformes,Guineafowl,Numididae,,,,numidi1
Agelastes niger,Black Guineafowl,blagui1,species,899.0,BLGU,AGNI,,Galliformes,Guineafowl,Numididae,,,,numidi1
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,species,900.0,VUGU,ACVU,,Galliformes,Guineafowl,Numididae,,,,numidi1
Guttera plumifera,Plumed Guineafowl,plugui1,species,901.0,PLGU,GUPL,,Galliformes,Guineafowl,Numididae,,,,numidi1
Guttera pucherani,Crested Guineafowl,cregui1,species,904.0,ECGU CRGU,GUPU,,Galliformes,Guineafowl,Numididae,,,,numidi1
Ptilopachus petrosus,Stone Partridge,stopar1,species,912.0,STPA,PTPE,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Ptilopachus nahani,Nahan's Francolin,nahfra2,species,915.0,NAPA NAFR,PTNA,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,species,916.0,,RHCI,TFQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Oreortyx pictus,Mountain Quail,mouqua,species,920.0,MOQU,ORPI,MOUQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,bcwpar1,species,921.0,,DELE,BCWP,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dendrortyx macroura,Long-tailed Wood-Partridge,ltwpar1,species,924.0,,DEMA,LTWP,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dendrortyx barbatus,Bearded Wood-Partridge,bewpar1,species,931.0,BWPA,DEBA,BEWP,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Philortyx fasciatus,Banded Quail,banqua1,species,932.0,,PHFA,BAQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus virginianus,Northern Bobwhite,norbob,species,933.0,,COVI,NOBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,species,959.0,YUBO,CONI,BTBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus cristatus,Crested Bobwhite,crebob1,species,964.0,CBBO,COCR,CRBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla squamata,Scaled Quail,scaqua,species,987.0,,CASQ,SCQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla douglasii,Elegant Quail,elequa,species,993.0,,CADO,ELQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla californica,California Quail,calqua,species,999.0,,CACA,CAQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla gambelii,Gambel's Quail,gamqua,species,1009.0,,CAGA,GAQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Cyrtonyx montezumae,Montezuma Quail,monqua,species,1020.0,MBQU MOQU,CYMO,MONQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,species,1028.0,,CYOC,OCQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dactylortyx thoracicus,Singing Quail,sinqua1,species,1029.0,,DATH,SIQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus gujanensis,Marbled Wood-Quail,mawqua1,species,1047.0,MWQU,ODGU,MAWQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus capueira,Spot-winged Wood-Quail,swwqua1,species,1056.0,SWWQ,ODCA,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus melanotis,Black-eared Wood-Quail,bewqua1,species,1059.0,,ODME,BEWQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus atrifrons,Black-fronted Wood-Quail,bfwqua1,species,1062.0,BFWQ,ODAT,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus erythrops,Rufous-fronted Wood-Quail,rfwqua1,species,1066.0,RFWQ,ODER,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus hyperythrus,Chestnut Wood-Quail,chwqua1,species,1069.0,CHWQ CWQU,ODHY,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus melanonotus,Dark-backed Wood-Quail,dbwqua1,species,1070.0,DBWQ,ODME,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus speciosus,Rufous-breasted Wood-Quail,rbwqua1,species,1071.0,RBWQ,ODSP,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus dialeucos,Tacarcuna Wood-Quail,tawqua1,species,1075.0,TWQU,ODDI,TAWQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
